	logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-376a*	-0.059330296	6.573242302	-0.588681331	0.559729781	0.660751299	-6.591238277
hsa-miR-541	-0.059063109	5.294949667	-1.603335364	0.117549425	0.190311389	-5.507249549
hsa-miR-199a-5p	-0.463408729	10.07906391	-2.893973223	0.006405765	0.018636211	-2.951015026
kshv-miR-K12-8	-0.46689274	6.445622026	-4.867943246	2.22E-05	0.000216697	2.442857346
hcmv-miR-US25-2-3p	0.058801092	5.147782832	1.691432629	0.099345205	0.167691718	-5.370454732
hsa-miR-1285	-0.05874112	7.335495183	-0.714369724	0.479578959	0.58887225	-6.509166052
hsa-miR-1182	-0.471291749	7.536220933	-4.516642058	6.45E-05	0.000496185	1.411608783
hsa-miR-3681*	0.058676191	5.100663161	2.009053628	0.05203158	0.100266865	-4.826871344
hsa-miR-4298	-0.481064541	10.75813627	-2.541269498	0.015469235	0.036814592	-3.755898634
hsa-miR-324-3p	-0.486084866	10.36928041	-5.412872254	4.17E-06	6.15E-05	4.069005999
hsa-miR-4324	-0.487107958	6.619646363	-4.520664729	6.37E-05	0.000495039	1.423311388
hsa-miR-1301	-0.058443748	5.303323881	-1.986442062	0.054592977	0.104307432	-4.868079394
hsv1-miR-H1	-0.487148283	7.435558977	-4.058003529	0.000252566	0.001328934	0.098176447
hsa-miR-224*	-0.49021242	7.777250544	-2.803451141	0.008075105	0.022381002	-3.164045898
hsa-miR-450a	-0.503727278	7.654130732	-3.206054712	0.002810636	0.009521127	-2.185794407
hsa-miR-489	-0.058047894	6.219498388	-0.533770551	0.59676218	0.694161189	-6.622221028
hsa-miR-3666	-0.057971172	5.40349025	-1.25584631	0.217215165	0.316312245	-5.983471734
hsa-miR-4257	-0.507844722	8.424135941	-4.468400686	7.45E-05	0.00054272	1.271484719
hsa-miR-612	0.05757534	5.107800045	1.946381617	0.059400463	0.110974236	-4.940167203
hsa-miR-1271	-0.057394776	5.568913857	-0.938786234	0.354061058	0.471265065	-6.324617179
hsa-miR-1303	0.057361614	5.593227908	1.410482697	0.166930866	0.254361851	-5.784318893
hsv2-miR-H5	0.057202937	5.541074369	1.031581847	0.309109605	0.421427771	-6.234351029
hsa-miR-3682-3p	-0.512729694	7.849134127	-4.262161282	0.000138133	0.00085351	0.677348858
hsa-miR-9	0.057169767	6.288017894	0.712937604	0.480454075	0.589409507	-6.510188087
hsa-miR-522	0.057118005	12.59135972	0.446266611	0.658062176	0.743009011	-6.665418025
hsa-miR-519e	-0.057103404	9.86417703	-0.423010412	0.674789554	0.756820591	-6.675616147
hcmv-miR-US4	-0.518886567	8.901904069	-4.143382963	0.000196422	0.001084346	0.339204014
hsa-miR-198	-0.519777331	8.473485724	-5.534871127	2.86E-06	4.73E-05	4.435673379
hsa-miR-320b	-0.05702205	11.02617523	-0.617711375	0.540631461	0.642745435	-6.573657051
hsa-miR-374b*	0.056989788	5.379169145	1.50090588	0.142050577	0.222749857	-5.658298293
hsa-miR-106b*	-0.056886838	5.220947702	-1.729713194	0.092198975	0.158206394	-5.309070858
hsa-miR-3133	-0.056721668	5.088295237	-1.660388034	0.105473474	0.175398481	-5.419375731
hsa-miR-4315	-0.056689714	5.44772562	-1.574230847	0.12413242	0.198818514	-5.551052749
hsa-miR-3689a-5p	-0.056658696	5.72316404	-0.8667662	0.391777879	0.505835711	-6.389088806
hsa-miR-4308	0.055955429	5.103661344	1.695436742	0.098576764	0.16681269	-5.364088686
hsa-miR-874	-0.520435209	8.390933192	-3.783099443	0.000561446	0.002529322	-0.664813898
hsa-miR-642b	-0.524878563	10.38914736	-2.69690761	0.010556819	0.027611719	-3.409203945
hsa-miR-4327	-0.527405222	9.576011821	-2.637424633	0.012233108	0.030915566	-3.543347797
hsa-miR-675*	0.055695969	5.797554765	0.65888951	0.514135265	0.61778787	-6.547299319
hsa-miR-125b	-0.535204365	11.44491737	-4.372808717	9.93E-05	0.000685886	0.99506885
hsa-let-7f-2*	0.055425847	5.33443067	1.585962646	0.121443657	0.195441585	-5.533479827
hsa-miR-424	-0.538190209	13.61223159	-2.582491493	0.013996053	0.034133112	-3.665438019
hsa-miR-320d	-0.055201549	11.33558359	-0.50608605	0.615863836	0.71146534	-6.636710404
hsa-miR-1253	-0.054930862	5.182824304	-0.690822978	0.494081989	0.600657436	-6.525716951
hsa-miR-548n	0.054708915	5.146853414	2.139859868	0.039175544	0.080687244	-4.58129048
hsa-miR-23a*	-0.546165742	6.985645881	-6.191338196	3.77E-07	1.24E-05	6.412719604
bkv-miR-B1-5p	-0.555628565	6.910874959	-3.725396628	0.000662423	0.002805926	-0.822170062
hsa-miR-29a*	0.054047516	5.481383478	1.052151454	0.299701361	0.411097487	-6.21325583
hsa-miR-145*	-0.567631535	6.573336125	-4.283102871	0.000129786	0.000817987	0.737288166
hsa-miR-28-5p	0.053665382	7.748540966	0.728164547	0.471196008	0.581774851	-6.49921934
hsa-miR-518f*	-0.569975778	9.545720935	-4.938781035	1.79E-05	0.000181647	2.652754473
ebv-miR-BART2-5p	0.053459795	5.153700944	1.881420973	0.067973764	0.12440307	-5.054528886
hsa-miR-339-3p	-0.05320657	5.838984272	-1.053902496	0.298909745	0.410429588	-6.211441956
hsa-miR-665	-0.052924909	6.416184117	-1.037940986	0.30617954	0.418279757	-6.227871264
hsa-miR-576-3p	-0.05286623	5.12166226	-2.056080971	0.047037833	0.092507972	-4.739981942
hsa-miR-324-5p	-0.052413245	7.943872133	-0.530723094	0.598851051	0.69538997	-6.623853201
hsa-miR-513c	-0.579017839	6.647937677	-4.519310886	6.39E-05	0.000495039	1.419372532
hsa-miR-575	-0.580417446	10.78781354	-2.635128282	0.0123025	0.03103271	-3.548486282
hsa-miR-639	-0.051942943	5.265969595	-2.124042519	0.040564335	0.082662874	-4.61162865
hsa-miR-590-3p	0.051450875	5.133221962	1.622007586	0.113478356	0.184831132	-5.478781647
hsa-miR-3132	0.051443574	7.871287508	0.631560573	0.531641332	0.635422248	-6.56497785
hsa-miR-99a	-0.051324827	7.860300563	-0.275332216	0.78462618	0.841566488	-6.72773017
hsa-miR-3910	-0.051309234	5.378361454	-1.242632637	0.221990723	0.3218746	-5.999513182
hsa-miR-3713	-0.582531601	7.015968204	-4.219782756	0.000156666	0.000937906	0.556341233
hsa-miR-204	-0.050412658	6.583903914	-0.167176391	0.868161434	0.90863516	-6.751965901
hsa-miR-718	-0.050319944	7.248171938	-0.481923582	0.632760524	0.723538562	-6.648734701
hsa-miR-4281	-0.582764693	15.30484501	-2.626754708	0.012558622	0.031560567	-3.56719806
hsa-miR-150*	0.050094502	9.353518024	0.534820248	0.59604347	0.694161189	-6.621656696
hsa-miR-423-5p	-0.599962775	8.718094008	-3.518114064	0.001191077	0.004623574	-1.378407553
hsa-miR-3607-5p	-0.614035969	8.225190679	-3.780008618	0.000566454	0.002541806	-0.673268794
hsa-miR-3161	0.049603618	6.584510622	0.663534414	0.511191225	0.615678985	-6.54422194
hsa-miR-502-5p	0.049221503	6.040024115	0.794823676	0.431895317	0.54523242	-6.448559133
hsa-miR-92b*	0.04920663	6.607831236	0.215356811	0.830697627	0.878986413	-6.742629001
hsa-miR-339-5p	-0.049032301	5.296078043	-1.041110732	0.304726219	0.417140465	-6.22462739
hsv1-miR-H3*	-0.04895661	6.16943263	-0.404528995	0.688203561	0.768665171	-6.683335162
hsa-miR-130b*	-0.048951791	5.348437596	-1.668048667	0.103932912	0.173629798	-5.407375854
hsa-miR-19a*	0.048903471	5.203660527	1.595994549	0.119182295	0.192723351	-5.518363332
hsv1-miR-H1*	0.04890198	5.323978336	1.73124812	0.091921639	0.158133394	-5.306585309
ebv-miR-BART19-3p	-0.619281777	6.662645486	-5.547130264	2.75E-06	4.72E-05	4.472549023
hsa-miR-551b	-0.623545693	7.846802121	-2.821195938	0.007718851	0.021555407	-3.122622499
hsa-miR-1270	-0.048474316	5.359161204	-1.49772656	0.14287209	0.223517659	-5.662846734
hsa-miR-32*	-0.048391495	5.430871317	-0.922007561	0.362627679	0.478673229	-6.340075907
ebv-miR-BART18-5p	0.048322677	5.070059515	2.364485486	0.023534918	0.052396036	-4.132168199
hsv2-miR-H3	-0.048243419	6.518625087	-0.612582998	0.543980503	0.645587434	-6.576823183
hsa-miR-3141	-0.628206902	10.40442347	-3.130697726	0.003440921	0.011222567	-2.374705467
hsa-miR-144*	0.048203856	7.37436401	0.239825842	0.8118178	0.864441562	-6.736988911
hsa-miR-187*	0.048083381	7.030865866	0.426490114	0.672275784	0.755223604	-6.674124613
hsv2-miR-H11*	0.047958899	5.084695664	1.275106783	0.210392723	0.309387553	-5.959811491
hsa-miR-508-5p	0.047863567	5.310454108	1.42238551	0.163472539	0.249940421	-5.768128549
hsa-miR-4289	-0.047839725	5.434732372	-1.780985811	0.083305914	0.146730553	-5.225040242
hsa-miR-378c	-0.649308341	6.389026393	-5.577796907	2.50E-06	4.44E-05	4.564815431
hsa-miR-494	-0.657590423	11.52642485	-4.203868071	0.000164237	0.000970553	0.511000488
hsa-miR-194*	0.047473461	5.33418558	0.951026036	0.347896542	0.464897463	-6.313172898
hsa-miR-3607-3p	-0.658784538	6.47321454	-7.330816502	1.17E-08	9.30E-07	9.807051923
hsa-miR-33b	0.047418586	5.12502881	1.461306528	0.152555986	0.236198751	-5.714342019
hsa-miR-627	-0.047194269	5.649189701	-0.667315251	0.508801638	0.615220652	-6.541701459
hsa-miR-593	0.047089882	5.198710447	1.648550586	0.107891074	0.177881612	-5.437825211
hsa-miR-296-3p	0.046931511	5.195383315	1.617902811	0.114363252	0.186047464	-5.485064251
hsa-miR-618	0.046760894	5.059399222	1.902748749	0.065048796	0.120358143	-5.017330485
hsa-miR-3679-5p	-0.682798561	11.50190445	-3.576660481	0.001010427	0.004050728	-1.222794177
hsa-miR-3653	-0.698529701	8.486959752	-5.248616306	6.91E-06	9.04E-05	3.576478729
hsa-miR-337-3p	-0.700487172	7.225875094	-4.670593412	4.05E-05	0.000345051	1.861347957
hsa-miR-182	0.046159571	5.451028434	0.884130483	0.382459025	0.498232405	-6.373994448
hsa-miR-3074-3p	0.04589015	5.246470816	2.049518638	0.047708469	0.093541933	-4.752202178
hsa-miR-1224-5p	-0.045848109	9.749863482	-0.315180407	0.754434013	0.815587974	-6.715826268
hsa-miR-199a-3p	0.04568968	11.35570048	0.318495712	0.751938869	0.814852499	-6.714763871
hsa-miR-137	-0.703499714	5.65375458	-3.787246238	0.000554794	0.002507743	-0.653465824
hsa-miR-548aa	-0.045557126	5.178057423	-1.851867031	0.072212626	0.13032638	-5.105505844
hsa-miR-492	-0.045554645	6.482331804	-0.471421929	0.640167727	0.728914563	-6.653779801
hsa-miR-4255	-0.703603222	5.843326979	-5.832214783	1.14E-06	2.65E-05	5.331052045
hsa-miR-764	0.045342046	5.092331573	1.760065276	0.086843155	0.15191913	-5.259576042
hsa-miR-1228*	0.04527407	5.617228953	0.933219551	0.356888338	0.473158063	-6.329775378
hsa-miR-4270	0.045204546	12.15537799	0.337711045	0.737531075	0.803765662	-6.708388643
hsa-miR-3622b-5p	-0.719278761	7.85254334	-4.735427446	3.32E-05	0.000292657	2.051816873
hsa-miR-668	0.045032416	5.294046512	1.64622477	0.108371415	0.178237236	-5.441436841
hsa-miR-135b	-0.728369484	8.592836672	-3.397230791	0.001667288	0.006102817	-1.695728334
hsa-miR-654-5p	-0.044724882	6.428123951	-0.449738207	0.655580139	0.741449578	-6.663849391
hsa-miR-574-5p	-0.733878286	9.613062925	-3.402000787	0.001645449	0.00603929	-1.683312231
hsa-miR-758	-0.044382689	6.186727592	-0.503856959	0.617413966	0.712644911	-6.637843982
hsa-miR-1197	-0.044261041	5.147489551	-2.155475343	0.037845903	0.078187778	-4.551169154
hsa-miR-885-5p	0.044122866	5.231628514	1.29433296	0.203744799	0.302251371	-5.935865735
hsa-miR-765	-0.798277931	9.23378267	-4.338178906	0.000110125	0.000730731	0.895363458
hsa-miR-548a-5p	0.043919663	5.159347843	1.748383004	0.088872785	0.154267579	-5.278712052
hsa-miR-33b*	-0.043805635	6.959891176	-0.804947245	0.426104363	0.53994598	-6.440490526
hsa-miR-4303	-0.043675086	5.735139292	-0.698061789	0.489597556	0.596023524	-6.520686275
hsa-miR-513b	-0.826994166	7.203281466	-5.190042992	8.27E-06	0.000105128	3.401249762
hsa-miR-199b-5p	0.043565058	8.458967014	0.227334043	0.821442753	0.871246763	-6.739943805
hsa-miR-371-5p	-0.827583601	10.04865581	-6.009164841	6.61E-07	1.89E-05	5.864216161
hsa-miR-629*	0.04323051	6.324784871	0.623991518	0.536544946	0.639943976	-6.569744658
ebv-miR-BART8	0.043103014	5.100483324	1.747344912	0.08905505	0.154385009	-5.280407298
hsv2-miR-H6*	0.042768374	5.130038278	1.1565102	0.255046102	0.362391455	-6.100233343
hsa-miR-3192	-0.042351622	5.336562623	-1.144292912	0.260010562	0.368667607	-6.113979187
hsa-miR-3669	0.042274028	5.061043226	1.507455399	0.140370144	0.220886196	-5.648901555
hsa-miR-3167	0.041926254	5.069021609	2.351405914	0.024261673	0.053750779	-4.159230657
hsa-miR-711	-0.851213781	7.721564633	-5.458190315	3.62E-06	5.61E-05	4.205138595
hsa-miR-520c-3p	-0.041732517	10.63407348	-0.270422613	0.788370639	0.843475179	-6.729086154
hsa-miR-562	0.041638041	5.070740032	2.233497888	0.03178403	0.067742228	-4.398165264
hsa-miR-3942-5p	0.041633658	5.069593708	2.012025959	0.051702789	0.099917055	-4.821426818
hsa-miR-361-3p	-0.041477092	6.52143982	-0.563253926	0.576733648	0.67674634	-6.605955636
hsv2-miR-H20	-0.041087283	5.223311171	-1.208109233	0.234836772	0.337367386	-6.040688938
hsa-miR-3191	-0.040950307	5.146407443	-1.272037356	0.211469027	0.310292788	-5.963604124
hsa-miR-617	-0.864891373	7.556543685	-3.76550686	0.000590535	0.002599514	-0.712898862
hsa-miR-3662	0.040781118	5.135881544	2.132974521	0.039774837	0.081547497	-4.594518192
hsa-miR-3609	-0.90198014	7.540776358	-5.4999781	3.18E-06	5.17E-05	4.330742909
hsa-let-7i*	-0.040528328	5.144036484	-1.872587248	0.06921786	0.126336662	-5.069835455
hsa-miR-3138	-0.913301365	9.055808043	-5.490775019	3.28E-06	5.17E-05	4.303074731
hsa-miR-125a-3p	-0.916921143	9.931344549	-4.95566547	1.70E-05	0.000177262	2.702865079
hsa-miR-4254	0.040006138	5.06301299	1.966306223	0.056965447	0.108073884	-4.904460993
hsa-miR-498	-0.039976862	10.42923828	-0.396222241	0.694266469	0.770962023	-6.686693309
hsa-miR-488	0.03986854	5.203069843	1.42939105	0.161463554	0.248215571	-5.758542756
hsa-miR-3159	-0.039686816	5.51469028	-0.849349163	0.401267963	0.515424965	-6.403940533
hsa-miR-3176	0.039663065	5.893729204	0.575597437	0.568447604	0.668732684	-6.598890879
hsa-miR-143	-0.925746387	8.758581904	-3.86901247	0.000438224	0.002056752	-0.428651856
hsa-miR-548e	0.039525487	5.19970412	1.982215432	0.055083731	0.105096013	-4.875740754
hsa-miR-603	0.039521522	5.111073376	0.934447624	0.356263338	0.473158063	-6.328639932
hsa-miR-21*	0.039314937	7.581242105	0.236365502	0.814481102	0.866592452	-6.737823219
hsa-miR-3945	-0.933231791	7.905993973	-4.239813922	0.000147621	0.000903841	0.613489464
hsa-miR-514b-5p	-0.939395501	8.769024525	-5.410123134	4.20E-06	6.15E-05	4.060750812
hsa-miR-4295	0.039120042	5.086132589	1.679658503	0.101633702	0.170274374	-5.389099819
hsa-miR-3185	-0.039055448	5.732311453	-0.582101081	0.564105764	0.664204952	-6.595108076
hsa-miR-346	0.039053947	5.130852317	1.949969884	0.058955404	0.110395481	-4.933758448
hsa-miR-3943	0.038980586	5.090642855	1.52256928	0.136553103	0.215888533	-5.627080021
hsa-miR-1204	0.038849547	5.179988377	1.67539096	0.102473895	0.171468741	-5.395830309
hsa-miR-330-3p	-0.038780412	5.963469119	-0.648654642	0.520654636	0.624507387	-6.554005718
hsa-miR-342-5p	0.038700632	5.997795598	0.613441401	0.543419182	0.645489981	-6.576295027
hsa-miR-487a	0.038521269	7.207034519	0.260268596	0.796131002	0.849753138	-6.731813493
hsa-miR-299-5p	-0.038471028	7.769714275	-0.278857962	0.781940356	0.840601485	-6.726741407
hsa-miR-122*	-0.038461492	5.100667676	-2.187511225	0.035242636	0.074174735	-4.488847965
kshv-miR-K12-5	0.038291316	5.106285418	2.160052911	0.037463781	0.077517224	-4.542307351
hsa-miR-449c	0.037793596	5.110220607	2.06722064	0.04591832	0.090692049	-4.719167482
hsa-miR-1227	-0.037587894	5.228913578	-1.587451693	0.121105807	0.195131008	-5.531241296
hsa-miR-571	0.037549928	5.287615421	0.684069823	0.498286121	0.605222186	-6.530364076
hsa-miR-136	-0.03741469	8.968280548	-0.153782108	0.878635454	0.9120512	-6.75414446
hsa-miR-486-3p	-0.0373812	5.420144652	-0.34967253	0.728610171	0.799535825	-6.704232742
hsv2-miR-H6	-0.940678643	11.06348923	-4.292630504	0.000126154	0.000805356	0.764588904
hsa-miR-517c	-0.950644438	13.59791544	-6.42660627	1.83E-07	7.47E-06	7.119696429
hsa-miR-675	0.037160759	5.528068964	0.404556078	0.688183828	0.768665171	-6.683324101
hsa-miR-3154	-0.953032965	8.628506287	-5.90141448	9.22E-07	2.30E-05	5.539570269
hsa-miR-1260	-0.953977068	11.37958735	-4.511163701	6.55E-05	0.00049734	1.395675786
hsa-miR-326	-0.036693143	5.459103144	-0.870240501	0.389901929	0.50499798	-6.386091638
hsa-miR-670	0.036427505	5.437104151	0.949641003	0.348590519	0.465279692	-6.314474985
hsa-miR-1275	-0.993487802	10.94011929	-4.013645099	0.00028764	0.001481368	-0.02633161
hsa-miR-3622b-3p	-0.036026794	5.197116207	-1.096271559	0.280197946	0.391115683	-6.166690727
hsa-miR-573	0.035989985	5.016799999	1.752297868	0.088188241	0.153673428	-5.2723113
hsa-miR-155*	-0.035925923	5.105900896	-1.034395174	0.307810951	0.420082422	-6.231488962
hsa-miR-3667-5p	-1.003683858	8.646363521	-4.640976153	4.43E-05	0.000375084	1.774540338
hsa-miR-208b	-0.035760771	5.043831226	-1.207612858	0.235025393	0.337367386	-6.041273174
hsa-miR-145	-1.016608323	9.398944884	-3.976967432	0.000320191	0.001633701	-0.128895021
hsa-miR-2052	0.035456172	5.045590966	1.992981707	0.053841145	0.103457949	-4.856199639
hsa-miR-3134	-0.035452762	5.078361726	-1.501240049	0.14196445	0.222749857	-5.657819725
kshv-miR-K12-7*	-1.03794555	6.838929578	-6.074069294	5.41E-07	1.59E-05	6.059708592
hsa-miR-891a	-0.035248179	5.131545279	-2.17732518	0.036052568	0.075139761	-4.508739775
hsa-miR-647	0.035176027	5.042468673	2.253281235	0.030391769	0.065083805	-4.358715758
hsa-miR-630	-1.049209856	10.64353781	-4.340739924	0.000109286	0.000728751	0.902728937
hsa-miR-1913	0.035132546	5.29712011	1.073297398	0.290238871	0.401506692	-6.191161774
hsa-miR-320c	-1.057641999	11.58937452	-4.708244154	3.61E-05	0.000315789	1.971885963
hsa-miR-373*	-0.035045027	6.548477786	-0.316462988	0.753468406	0.815198348	-6.715416573
hsa-miR-513a-5p	-1.070133014	8.82813789	-9.00156732	9.06E-11	2.03E-08	14.55812086
hsa-miR-3908	-0.035029433	5.152139793	-1.394363486	0.171705245	0.25958133	-5.806050301
hsa-miR-22	-0.034581707	12.77310727	-0.446652852	0.657785836	0.743009011	-6.665244098
hsa-miR-181c*	-0.034342885	5.508804467	-0.863589703	0.393498013	0.507217056	-6.391819008
hsa-miR-223*	0.034235643	5.23865454	0.92176116	0.362754483	0.478673229	-6.340300945
hsa-miR-126*	-1.086022667	7.726742401	-5.969894031	7.46E-07	1.97E-05	5.745906005
hsa-miR-640	0.033932325	5.463632937	0.623522144	0.536849809	0.639943976	-6.570038407
hsa-miR-363	0.033684047	7.94867084	0.199752868	0.842791484	0.889686621	-6.745909861
hsa-miR-3183	-0.033629107	5.172284563	-1.126219678	0.267481751	0.377275307	-6.134064684
hsa-miR-3156-5p	-1.150510355	10.45686792	-2.841453545	0.0073301	0.020786621	-3.075130982
hsa-miR-4330	-0.033183337	5.150152194	-1.191781653	0.241099901	0.344391905	-6.059790403
hsa-miR-561	0.033110799	5.088769397	1.298851536	0.20220575	0.300630403	-5.93019059
hsa-miR-154*	0.032941095	7.906015543	0.219714725	0.827327336	0.876797735	-6.741668763
hsa-miR-3155	-0.032873329	5.489187798	-0.705371771	0.48509229	0.593478033	-6.515554362
hsa-miR-936	-1.177899242	8.537077435	-5.489514758	3.29E-06	5.17E-05	4.299286128
hsa-miR-1302	-0.032607885	5.085553346	-1.582408692	0.122253118	0.196275269	-5.538815224
hsa-miR-1324	0.032566396	5.071862281	1.724373311	0.093169265	0.159465057	-5.317703351
hsa-miR-335*	-1.216694929	6.868223347	-7.560110597	5.91E-09	5.05E-07	10.47780207
hsa-miR-216a	-0.032386194	5.356152783	-0.487642885	0.628742507	0.7201668	-6.645940945
hsa-miR-449b*	-0.032379626	5.20699184	-1.372309354	0.178409153	0.268510759	-5.835419749
hsa-miR-944	0.032206705	5.434191491	1.229349811	0.226869798	0.327890148	-6.015481679
hsa-miR-4310	0.032015635	5.44944623	0.499595726	0.620382207	0.713835332	-6.639997251
hsa-miR-4320	0.0319805	5.176510631	1.039415951	0.305502678	0.417778789	-6.226362963
hsa-miR-323b-5p	-0.031689485	5.058826238	-2.319844705	0.026099454	0.057164169	-4.224079447
hsa-miR-3672	-0.031503926	5.061026509	-1.807516919	0.078995616	0.140410996	-5.180752169
kshv-miR-K12-11*	-0.031494662	5.106908575	-2.222440498	0.032586772	0.069343415	-4.420100229
hsa-miR-221*	0.031337231	6.618032661	0.368083967	0.714953792	0.788087363	-6.69755521
hsa-miR-488*	-0.031327596	5.091214831	-1.316803352	0.196178404	0.292962649	-5.90746631
hsa-miR-146a*	0.031079767	5.098138108	1.452235313	0.155047218	0.239505279	-5.72699328
kshv-miR-K12-7	0.031022281	5.241856975	0.789346032	0.435048391	0.547673068	-6.452883784
hsa-miR-3186-5p	0.030918161	5.066067216	1.708584273	0.09608828	0.163611886	-5.343095757
hsa-miR-3065-5p	-0.030681587	5.43005502	-0.593766593	0.556359782	0.657383006	-6.588218446
hsa-miR-1254	0.030665739	5.518751746	1.010803345	0.318817885	0.433785547	-6.255261845
hsa-miR-15b*	0.030538081	5.569532664	0.620887336	0.538562825	0.640851701	-6.571683337
hsa-miR-3200-3p	-0.030525768	5.050947651	-2.0195634	0.050877126	0.098691806	-4.807591506
hsa-miR-1322	0.030177348	5.077356136	2.369402836	0.023266819	0.051974138	-4.121965599
hsa-miR-4299	-1.813545506	15.0681988	-3.545631083	0.001102604	0.004368256	-1.305420784
hsa-miR-20b	0.029594466	9.661945243	0.277638649	0.782868893	0.840928548	-6.727084769
hsa-miR-1178	0.029593726	5.100047379	1.001236216	0.323357126	0.437311294	-6.264754807
hsa-miR-92a-2*	0.029589964	5.153758419	0.914645213	0.366428989	0.481541315	-6.346775169
hsa-miR-338-3p	0.029457882	6.25792165	0.366264525	0.716299194	0.788924787	-6.698230234
hsa-miR-3665	0.029390782	13.05360828	0.175931562	0.861327976	0.903589396	-6.75044377
hsa-miR-3118	0.029130096	5.056295078	1.205773982	0.23572513	0.337789096	-6.043435612
hsa-miR-507	0.028848859	5.15119374	0.763828579	0.449918281	0.561668142	-6.472649016
hsa-miR-1246	-1.820361955	13.70067482	-5.44422972	3.78E-06	5.72E-05	4.163192202
hsa-miR-297	0.028475309	5.044949691	2.340422921	0.024887517	0.054956534	-4.18187035
hsa-miR-608	-0.028354758	5.219076834	-1.455392383	0.154176563	0.23843379	-5.722598175
hsa-miR-3664-5p	0.028326415	5.047500134	2.201650563	0.034145182	0.072316917	-4.461118659
hsa-miR-1290	-2.104362343	12.04583078	-5.331928462	5.35E-06	7.22E-05	3.826102894
hsa-miR-3927	0.028043185	5.202936784	0.458362379	0.649431417	0.736970614	-6.659900569
hsa-miR-432*	0.028042174	5.102060686	1.40413996	0.168796985	0.256624762	-5.792896658
hsa-miR-548z	0.027970172	5.069780615	1.426559722	0.162273146	0.248954359	-5.762421967
hsa-miR-1261	0.02795942	5.650513895	0.354143158	0.725285695	0.796867725	-6.702642586
hsa-miR-1273	0.027558814	5.069006143	0.949076928	0.348873414	0.465279692	-6.315004762
hsa-miR-3688-3p	-0.027491665	5.099192576	-1.657569388	0.106045037	0.176131522	-5.42377905
hsa-miR-1256	0.027357935	5.105844905	1.356736631	0.183263855	0.275509389	-5.855904066
kshv-miR-K12-4-3p	-0.027207638	5.092834994	-1.918961554	0.062898277	0.11702207	-4.988824573
hsa-miR-551a	0.027151091	5.07508425	0.867827144	0.391204418	0.505712428	-6.388174783
hsa-miR-219-2-3p	0.027096628	5.144068971	1.680564364	0.101456094	0.170188491	-5.387669274
hsa-miR-3684	0.027031724	5.042309613	1.961964048	0.057488614	0.10845541	-4.912267422
hsa-miR-555	-0.02685735	5.038898735	-2.386294046	0.022366802	0.050297299	-4.086802189
hsa-miR-526b	0.026755736	11.6801386	0.234079339	0.816241909	0.867780467	-6.738367795
hsa-miR-3686	-0.026702549	5.010791021	-1.660772469	0.105395717	0.175398481	-5.418774666
hsa-miR-3164	-0.026255793	5.458414836	-0.675695175	0.503527123	0.60993798	-6.536065236
hsa-miR-3180-5p	0.026063228	5.69051579	0.3455358	0.731691099	0.799968702	-6.705686261
hsa-miR-26b*	-0.025992694	5.505735257	-0.752321069	0.456721168	0.56740226	-6.481356827
hsa-miR-298	0.025943848	5.829734141	0.502268422	0.618519734	0.713310001	-6.638648804
hsv1-miR-H5-3p	-0.025873108	5.042875124	-1.424635242	0.162825252	0.249233653	-5.765054785
hsa-miR-491-3p	0.025578744	5.236433363	0.915316175	0.36608149	0.481541315	-6.346166759
hsa-miR-1321	0.025508497	6.679799168	0.273739137	0.785840626	0.841566488	-6.728172825
hsa-miR-937	0.025371734	5.112785464	1.254726244	0.217616958	0.316555122	-5.984837526
hsa-miR-491-5p	-0.025301002	5.147158646	-2.118743759	0.041039204	0.08350424	-4.621752838
hsa-miR-99a*	0.025217474	5.102211875	1.604373573	0.117319972	0.190168475	-5.505674165
hsa-miR-3199	-0.025200613	5.108729256	-1.224291372	0.228748679	0.329897719	-6.021521439
hsa-miR-1908	-0.025121618	5.174992392	-0.892969409	0.377770273	0.493556312	-6.366200917
hsa-miR-1250	0.025082974	5.351991161	0.751077069	0.457460174	0.56740226	-6.482290502
hsa-miR-569	-0.024873145	5.034624458	-2.090630261	0.043641639	0.087301166	-4.675139192
hsa-miR-4275	-0.024869844	5.076006585	-1.014601672	0.317027832	0.431786137	-6.251469319
hsv1-miR-H5-5p	0.024751745	5.05751683	2.246605804	0.030855335	0.065971644	-4.372056322
hsa-miR-508-3p	0.024566413	5.183014417	0.760137457	0.452093817	0.563861455	-6.475456055
hsa-miR-3936	0.024513428	5.269944896	0.663611539	0.511142419	0.615678985	-6.544170665
hsa-miR-657	-0.02448338	5.052392711	-2.100656955	0.042697271	0.086226723	-4.656162668
hsa-miR-3184	-0.024366561	5.048692987	-2.091679663	0.043541947	0.087278278	-4.673156415
hsa-miR-4272	0.024235454	5.022316801	1.689106806	0.099793842	0.168218606	-5.374146619
hsa-miR-1269	-0.024229928	5.029486986	-1.838878939	0.074145655	0.133103068	-5.127698296
hsa-miR-641	-0.024216948	5.185335247	-1.002004188	0.32299114	0.437311294	-6.263995939
hsa-miR-3175	-0.024168911	4.9935724	-2.176839074	0.03609163	0.075139761	-4.509687292
hsa-miR-103b	0.02409506	5.062494773	1.652539841	0.107071279	0.177180605	-5.431620329
hsa-miR-377*	-0.023958877	5.505792386	-0.499333484	0.620565088	0.713835332	-6.640129177
