logFC	AveExpr	t	P.Value	adj.P.Val	B
LOC646817	-0.389044758837828	6.57312430261364	-4.65095363053153	1.08753688524385e-05	0.00118457447645702	3.18823106661044
IGSF6	-0.386939297678458	7.46560209070304	-3.13536813099079	0.00229586696399172	0.0404223672758886	-1.69173592851216
HOXA13	-0.385888427310045	6.7189028235672	-5.07195573642201	1.99576589048512e-06	0.000396742628992099	4.75933702228833
RP2	-0.385695553311087	7.20657015283778	-4.38787493099415	3.01107694286191e-05	0.00230169713886966	2.24838928112795
AP3S1	-0.385517722606924	8.38850596629793	-3.88764191273658	0.000189438317417408	0.00781044345881422	0.561561050878212
ME2	-0.38427955403033	7.34895058723465	-5.12745450015409	1.58710932590193e-06	0.000331060245319916	4.97212955504526
LOC652041	-0.383761035678831	6.93015148576095	-4.26967362536111	4.70564559073787e-05	0.00301626980652141	1.83751556325743
TMEM139	-0.381557585174573	7.55248424391609	-3.51460633140628	0.0006816373638293	0.0179398527145456	-0.601465945115943
HSD17B2	-0.379813856098389	11.1045087127364	-3.72321328125442	0.000336481845056678	0.011604203863391	0.0383483199848778
LOC731096	-0.379779226265795	12.1626657063888	-4.79930108155512	6.03719182174543e-06	0.000834828311800236	3.73282620813646
RGS10	-0.377155674260143	7.37893837556347	-4.95916283148932	3.16695409577917e-06	0.000530281687846996	4.33080411020612
STOM	-0.376789678552583	9.88940099338302	-4.74831190337899	7.39911192007742e-06	0.000948550733337426	3.54449556316175
CXorf56	-0.376633073206385	7.17904583188722	-3.86460774232115	0.000205505622055968	0.00826522121125096	0.487291614947826
CHPT1	-0.376431382084578	7.91816063865065	-3.71117213048381	0.000350723355946224	0.0119083389635325	0.000677416871676328
PPTC7	-0.376194266299492	7.27602351121955	-4.81307288289132	5.71330547155941e-06	0.00081287457154314	3.78389514440968
FXYD3	-0.375546269451194	6.56415422616875	-3.75209976997395	0.000304524593321286	0.0109153944861071	0.129082507204743
LOC732192	-0.374770699838427	6.50011357575891	-3.28798795725009	0.00142392331593517	0.02937841449994	-1.2646512839896
ARMCX1	-0.374221093790759	6.99255149132952	-5.04560212211752	2.22417004379521e-06	0.000419046238928235	4.65873518956278
CTSC	-0.372927641237562	7.03321690135872	-5.98161868975625	4.04854564744009e-08	3.32169675220301e-05	8.38968160587708
CSDA	-0.372322787068418	11.374685141101	-5.59777277262511	2.17177351598323e-07	9.71927878589295e-05	6.82295876721721
HIST1H2BK	-0.371710322463255	10.3134930697958	-4.14598752000039	7.45022719420533e-05	0.00414886633842014	1.41552270482001
ZNF217	-0.37100934739034	8.80952334998991	-4.43383889774678	2.52638804181159e-05	0.00203217370134479	2.41011172344197
RPS13	-0.370954377161127	12.5684329674242	-4.66545125839636	1.027203046495e-05	0.00114925344483763	3.24100130382027
GBP4	-0.370359216840531	7.48272774196101	-4.33581320449099	3.66861796090818e-05	0.0025948092669481	2.06652202711915
TSPAN33	-0.369650842691024	7.24520505209597	-3.1592600319655	0.00213257572076881	0.0384269537269426	-1.62594347003548
CETN2	-0.369456976165395	9.46746736565416	-4.99033971930613	2.78896570161518e-06	0.000490066047441476	4.44871813741866
LOC646567	-0.369298971333606	8.70995634961481	-3.34973657190793	0.00116869384917403	0.025661222483113	-1.08733214119623
LOC652481	-0.367948209167352	7.00964693436833	-5.1448687529661	1.4766384475373e-06	0.000316051989110289	5.0391566562677
ISOC1	-0.367393252987611	7.96648408184141	-3.83248823186641	0.000230094557775773	0.00894715236191606	0.384253377691498
PHF16	-0.366934276642157	9.12654404314318	-6.4743008137708	4.40267800105673e-09	1.11870032726405e-05	10.4619283404704
MPV17	-0.366218402754821	8.18109746356214	-3.10851038559736	0.00249328501492332	0.0427068318422565	-1.76521739970359
GPI	-0.364591700699458	8.42437339153657	-3.77639544019764	0.00027990288585785	0.0102522762388469	0.205790617737325
IFITM3	-0.364121743786345	11.9342442214926	-3.50796151382305	0.000696837878695609	0.0180737276567057	-0.621391808444568
PPP1R11	-0.363938483989648	10.0728210652983	-3.86961219919062	0.00020190789966842	0.00814714924989915	0.50340089801756
COPA	-0.363691046850361	9.61100064214692	-3.94584738109065	0.000154009641003606	0.00688796456336136	0.750622165242805
DENND2D	-0.363534068289719	8.09047883773737	-3.05471022601202	0.002937053697989	0.04746025207785	-1.91087860241737
ATP1B1	-0.362742152789006	7.66303145547548	-4.52503149733212	1.77804725861953e-05	0.00166406293626088	2.73412035191236
PLEK	-0.361491576653779	7.99411182277114	-3.69085175201075	0.000376064440179503	0.0123419335074377	-0.0626925607421276
ZNF319	-0.360583503221643	7.57338367717626	-4.62799659296507	1.19016929913945e-05	0.00124658838846887	3.10487302890558
TMEM131	-0.358906164826088	10.1341573062586	-3.65771182706423	0.000421159340802816	0.0132056254962045	-0.165492081065807
EFEMP2	-0.357436517281155	8.5649666263729	-3.25706649565828	0.00157053512499124	0.0311751222310762	-1.35247536565059
C1orf144	-0.356757126170912	9.96002316156656	-3.10194819902846	0.00254386302803766	0.0433019672006354	-1.78309397410885
ARID5B	-0.356361048981659	10.1960393385041	-4.06616537087982	9.9789610370073e-05	0.00507091710781598	1.14763180222338
EIF2AK1	-0.35588900292816	9.1371576240742	-3.0776071121925	0.00273991640847462	0.0452923455192708	-1.84913746623172
RANBP1	-0.355881651605289	8.47525988634335	-4.80305084113974	5.94727751387198e-06	0.0008317402768548	3.74672268977428
DPAGT1	-0.355439883539056	7.63842097649802	-4.45608415589725	2.31978747410016e-05	0.00191302711430172	2.48876568239397
BTG1	-0.355402066955715	11.3173046762208	-5.76996677179575	1.02818225551124e-07	5.50166913851167e-05	7.5200732836268
ARHGAP1	-0.354833377346642	9.72665076728261	-3.52653769209826	0.000655126435655847	0.0175567368043138	-0.565615790733045
STK35	-0.354789020766674	8.42002706205397	-4.67991576030628	9.70249071292763e-06	0.00110053966086636	3.29374971466775
C17orf60	-0.354421218245585	6.31519888690475	-5.24186181479788	9.85841119402248e-07	0.000235273226348137	5.41468770401404
CYBA	-0.354260945304977	9.80251189549098	-3.53359010647909	0.000639917575647899	0.0173468405363407	-0.544382303217856
TMEM136	-0.353558236586513	7.66765582432444	-3.28570773766689	0.00143428099479724	0.0295178866270395	-1.27114986443616
AZIN1	-0.353105039532636	9.04937238295016	-3.90439834476485	0.000178511425127635	0.00753667275830464	0.615785534224234
PRDX3	-0.353011501661673	9.6487340717249	-4.30484975713771	4.12323698158015e-05	0.00277976404229633	1.95902559920243
RAB3IL1	-0.352798363641108	8.29894974283754	-3.19975231121674	0.00188030593147729	0.0351152125928543	-1.51352874376362
NPL	-0.351296912511941	8.01052997371517	-4.47286932356779	2.17480844136819e-05	0.00185870607554988	2.5482788352565
HLA-B	-0.350632666360347	10.2194079564134	-3.31689531448948	0.00129854642864384	0.0276491538015912	-1.18196032953495
CLASP2	-0.350598499073238	6.80031883203848	-5.18291899293664	1.26075261018068e-06	0.000277554187876433	5.18603388837246
ANXA5	-0.350005911265811	11.7277156028219	-3.1719379511017	0.00205038632072234	0.037411570717761	-1.59086963273009
LOC652864	-0.349593774148075	7.77724300223127	-4.50689662679274	1.90730824248972e-05	0.00173234262290191	2.66935707367923
HIST1H2AC	-0.349142598006223	7.94383026883852	-3.30548719834118	0.00134673576429271	0.0282837492340451	-1.21466138585871
LOC648695	-0.348360238559871	6.71923934679898	-6.54031499732142	3.25516229293848e-09	1.11870032726405e-05	10.7441039163251
TFAP2C	-0.348133465588791	8.56848343961973	-3.94045864043294	0.000157002812379067	0.00692037492960942	0.73303561676341
HBP1	-0.347441270534382	8.81236577229489	-4.91336751484367	3.81415298229423e-06	0.000605687493588324	4.15835779127511
GNG5	-0.347295113230166	8.00483747026386	-3.82778165934968	0.000233925244895505	0.00902742176824723	0.369206510563644
TMOD1	-0.34707311120693	6.22645918052068	-3.60732450354127	0.000499670991012997	0.0147116049913803	-0.320478114437581
CD37	-0.346879804775933	6.92414096262763	-3.84322157781478	0.000221581180449694	0.00874144147643853	0.418617254501847
GNA15	-0.346303407882036	7.45719895796028	-3.0643790170594	0.0028522552419493	0.0465553120194562	-1.88485235039989
PGD	-0.344699059081696	8.46845080104683	-3.68246058711105	0.000387028190949329	0.0125346209105616	-0.0887862962978314
ANXA8L1	-0.34468512503064	7.23799199968557	-3.51096665835839	0.000689924161204331	0.0180039697565993	-0.612383791948178
PGK1	-0.344204230046428	9.64339117086282	-3.32151497187414	0.00127949628588046	0.0273618780023125	-1.1686932086134
CCDC92	-0.343637615430165	8.71114179434746	-3.05061117847567	0.00297370443424666	0.0478397130356518	-1.9218922167181
CSTB	-0.343563835925067	9.91333325218747	-3.38358571435623	0.00104768264915042	0.0238333278430577	-0.989043642820874
RNF11	-0.342601309669909	7.90175354633441	-4.21707191710882	5.72675847883598e-05	0.00339658875176069	1.65703953674152
PTPRB	-0.340638000840706	7.39012862841762	-4.32700677229897	3.7927477176547e-05	0.00265212194097593	2.03589754127668
CYGB	-0.340029365298261	7.45222401185477	-3.55441004089767	0.000596941655083849	0.0166400021497552	-0.48151117329312
ID2	-0.339164863739993	7.83865351015759	-3.09336668289114	0.00261144416855568	0.0440562623473815	-1.80642565937349
HMGN2	-0.33864286479465	6.92650321196765	-4.21557895896497	5.75864728058285e-05	0.00340729192702563	1.6519388662882
GABARAPL2	-0.333032076955051	10.4149836266824	-6.52033371939684	3.56709239083191e-09	1.11870032726405e-05	10.6585917584854
ATP6V1F	-0.332738325508881	9.00950893362882	-3.32076757019876	0.00128256047823724	0.0274035968848363	-1.17084063566724
SEC22B	-0.332334985197409	8.59276183591833	-3.71380969705562	0.00034755564961425	0.0118486631019462	0.00892145245471276
ALDH9A1	-0.331724139988751	10.2487475910095	-4.96671251250554	3.07108184832509e-06	0.000521321438721888	4.35931971155339
TRIM32	-0.330892970998616	7.04126801621312	-5.8800528502444	6.34281502070153e-08	4.36357969617338e-05	7.97069487212274
FNTA	-0.330867456062842	8.84415364406841	-4.48338249110715	2.08850806663999e-05	0.00183184676794594	2.58562593861664
TSPAN6	-0.330373261867065	7.71700113107972	-4.77290657058377	6.70856401501281e-06	0.000878322312050666	3.63518915980387
SOS2	-0.329655958325299	6.90025194285167	-3.04869932174577	0.00299094348085734	0.0480029812555457	-1.92702502938688
FAM84B	-0.329155223374038	8.05488170689054	-4.03356569581072	0.000112328234244215	0.00550766366073131	1.03924925630911
SCHIP1	-0.327436709012292	7.54587421546887	-4.43043441729274	2.55953609114746e-05	0.0020454682255683	2.39809634444738
